"DATETIME,TIME,LON,LAT,PRECIP"
"""NOV-2021"",81023,11.25,36.25,0.760897"
"""DEC-2021"",81053,11.25,36.25,0.887631"
"""JAN-2022"",81084,11.25,36.25,1.05847"
"""FEB-2022"",81115,11.25,36.25,0.499036"
"""MAR-2022"",81143,11.25,36.25,1.75515"
"""APR-2022"",81174,11.25,36.25,0.47946"
"""MAY-2022"",81204,11.25,36.25,0.659953"
"""JUN-2022"",81235,11.25,36.25,0.174883"
"""JUL-2022"",81265,11.25,36.25,0.128897"
"""AUG-2022"",81296,11.25,36.25,0.229577"
"""SEP-2022"",81327,11.25,36.25,0.965106"
"""OCT-2022"",81357,11.25,36.25,0.280925"
"""NOV-2022"",81388,11.25,36.25,1.00084"
"""DEC-2022"",81418,11.25,36.25,0.180749"
"""JAN-2023"",81449,11.25,36.25,0.612671"
"""FEB-2023"",81480,11.25,36.25,1.58255"
"""MAR-2023"",81508,11.25,36.25,0.175252"
"""APR-2023"",81539,11.25,36.25,0.662639"
"""MAY-2023"",81569,11.25,36.25,2.32317"
"""JUN-2023"",81600,11.25,36.25,0.698342"
"""JUL-2023"",81630,11.25,36.25,0.138053"
"""AUG-2023"",81661,11.25,36.25,0.372183"
"""SEP-2023"",81692,11.25,36.25,0.0986481"
"""OCT-2023"",81722,11.25,36.25,0.401853"
"""NOV-2023"",81753,11.25,36.25,1.21174"
